Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,Long_Career
4,SDC,Byron Scott,Arizona State,14,1073,30152,15097,2987,2729,0.482,0.37,0.833,28.1,14.1,2.8,2.5,75.2,0.12,0.8,21.0,1983,0.9346689895470384,5.3,0.25,0.2,0.4723,0.5006964712125233,0.09906473865746883,0.0905080923321836,0.07008387698042871,1,1
5,CHI,Sidney Green,UNLV,10,679,13247,5080,4128,635,0.454,0.037,0.738,19.5,7.5,6.1,0.9,17.4,0.063,-3.2,-3.9,1983,0.8280487804878048,7.0,0.2,-0.6400000000000001,0.3156,0.38348305276666417,0.311617724767872,0.04793538159583302,0.025625920471281295,1,1
7,UTA,Thurl Bailey,NC State,12,928,24873,11834,4718,1298,0.473,0.114,0.812,26.8,12.8,5.1,1.4,45.0,0.087,-0.9,6.9,1983,0.943089430894309,6.5,0.14285714285714285,-0.12857142857142856,0.3633,0.4757769468902022,0.18968359265066537,0.05218510030957263,0.04849137931034483,1,1
8,DET,Antoine Carr,Wichita State,16,987,19780,9176,3384,1086,0.503,0.13,0.78,20.0,9.3,3.4,1.1,42.1,0.102,-1.2,4.1,1983,0.7522865853658537,4.5,0.125,-0.15,0.3815,0.46390293225480284,0.1710819009100101,0.054903943377148635,0.042654508611955425,1,1
9,DAL,Dale Ellis,Tennessee,17,1209,34778,19004,4201,1746,0.479,0.403,0.784,28.8,15.7,3.5,1.4,84.7,0.117,0.6,22.9,1983,0.8672883787661406,4.9,0.1111111111111111,0.06666666666666667,0.4791,0.5464374029558916,0.12079475530507792,0.050204152050146646,0.07005789909015715,1,1
10,WSB,Jeff Malone,Mississippi State,13,905,29660,17231,2364,2154,0.484,0.268,0.871,32.8,19.0,2.6,2.4,54.2,0.088,-1.5,4.0,1983,0.848968105065666,5.0,0.1,-0.15000000000000002,0.4363,0.5809507754551585,0.07970330411328388,0.07262306136210385,0.05988950276243094,1,1
11,DAL,Derek Harper,Illinois,16,1199,37786,16006,2884,6577,0.463,0.354,0.745,31.5,13.3,2.4,5.5,86.8,0.11,1.8,35.7,1983,0.9138719512195121,7.9,0.09090909090909091,0.16363636363636364,0.4476,0.42359604086169483,0.0763245646535754,0.17405917535595195,0.07239366138448707,1,1
12,NYK,Darrell Walker,Arkansas,10,720,18601,6389,3134,3276,0.435,0.059,0.713,25.8,8.9,4.4,4.6,27.4,0.071,0.8,13.0,1983,0.8780487804878049,9.0,0.08333333333333333,0.06666666666666667,0.3124,0.3434761571958497,0.16848556529218858,0.1761195634643299,0.03805555555555555,1,1
13,KCK,Ennis Whatley,Alabama,10,385,7108,2150,679,1754,0.468,0.097,0.755,18.5,5.6,1.8,4.6,9.6,0.065,-0.9,2.0,1983,0.4695121951219512,6.3999999999999995,0.07692307692307693,-0.06923076923076923,0.34830000000000005,0.3024760832864378,0.09552616769836804,0.24676420934158694,0.024935064935064935,1,1
14,POR,Clyde Drexler,Houston,15,1086,37537,22195,6677,6125,0.472,0.318,0.788,34.6,20.4,6.1,5.6,135.6,0.173,5.4,70.2,1983,0.8829268292682927,11.7,0.07142857142857142,0.38571428571428573,0.44199999999999995,0.591283267176386,0.17787782721048565,0.16317233662786051,0.12486187845303867,1,1
15,DEN,Howard Carter,LSU,2,66,754,351,89,75,0.44,0.227,0.774,11.4,5.3,1.3,1.1,0.0,-0.002,-5.0,-0.6,1983,0.4024390243902439,2.4000000000000004,0.06666666666666667,-0.3333333333333333,0.38820000000000005,0.46551724137931033,0.11803713527851459,0.09946949602122016,0.0,0,0
16,SEA,Jon Sundvold,Missouri,9,502,8811,3886,554,1469,0.452,0.392,0.849,17.6,7.7,1.1,2.9,8.9,0.048,-2.4,-0.9,1983,0.6802168021680217,4.0,0.0625,-0.15,0.4677,0.4410396095789354,0.06287595051639995,0.16672341391442516,0.017729083665338645,0,1
18,MIL,Randy Breuer,Minnesota,11,681,12499,4599,2986,616,0.467,0.0,0.628,18.4,6.8,4.4,0.9,20.9,0.08,-1.3,2.3,1983,0.7549889135254989,5.300000000000001,0.05555555555555555,-0.07222222222222222,0.2963,0.3679494359548764,0.23889911192895433,0.04928394271541724,0.03069016152716593,0,1
19,SAS,John Paxson,Notre Dame,11,772,17257,5560,906,2758,0.499,0.355,0.804,22.4,7.2,1.2,3.6,36.3,0.101,-1.3,3.0,1983,0.8558758314855875,4.8,0.05263157894736842,-0.06842105263157895,0.4719,0.3221880975835893,0.05250043460624674,0.15981920380135597,0.04702072538860103,0,1
20,CLE,Roy Hinson,Rutgers University,8,507,15543,7206,3452,495,0.499,0.0,0.741,30.7,14.2,6.8,1.0,30.2,0.093,-1.1,3.4,1983,0.7728658536585366,7.8,0.05,-0.05500000000000001,0.3236,0.463617062343177,0.22209354693431127,0.03184713375796178,0.059566074950690336,0,1
21,BOS,Greg Kite,BYU,12,680,10080,1717,2607,345,0.438,0.167,0.486,14.8,2.5,3.8,0.5,5.6,0.027,-4.6,-6.7,1983,0.6910569105691057,4.3,0.047619047619047616,-0.21904761904761902,0.33440000000000003,0.1703373015873016,0.2586309523809524,0.03422619047619048,0.008235294117647058,0,1
22,WSB,Randy Wittman,Indiana,9,543,11594,4034,760,1201,0.501,0.321,0.753,21.4,7.4,1.4,2.2,17.2,0.071,-1.3,2.1,1983,0.7357723577235772,3.6,0.045454545454545456,-0.0590909090909091,0.45420000000000005,0.3479385889253062,0.06555114714507504,0.10358806279109885,0.03167587476979742,0,1
23,IND,Mitchell Wiggins,Florida State,6,389,8105,3877,1235,609,0.46,0.192,0.755,20.8,10.0,3.2,1.6,15.2,0.09,-1.2,1.6,1983,0.790650406504065,4.800000000000001,0.043478260869565216,-0.05217391304347826,0.38230000000000003,0.4783466995681678,0.15237507711289328,0.07513880320789636,0.0390745501285347,0,1
24,CLE,Stewart Granger,Villanova,3,80,996,316,78,173,0.414,0.235,0.742,12.5,4.0,1.0,2.2,-0.1,-0.005,-4.7,-0.7,1983,0.3252032520325203,3.2,0.041666666666666664,-0.19583333333333333,0.3752,0.3172690763052209,0.0783132530120482,0.17369477911646586,-0.00125,0,0
25,CHI,Sidney Lowe,NC State,4,193,3422,562,335,749,0.367,0.133,0.764,17.7,2.9,1.7,3.9,3.9,0.055,-1.6,0.3,1983,0.5884146341463414,5.6,0.04,-0.064,0.3131,0.16423144360023378,0.09789596727060199,0.2188778492109877,0.020207253886010364,0,0
26,IND,Leroy Combs,Oklahoma State,1,48,446,218,56,38,0.497,0.0,0.615,9.3,4.5,1.2,0.8,0.4,0.041,-0.8,0.1,1983,0.5853658536585366,2.0,0.038461538461538464,-0.03076923076923077,0.31,0.48878923766816146,0.12556053811659193,0.08520179372197309,0.008333333333333333,0,0
28,PHO,Rod Foster,UCLA,3,207,3446,1562,258,479,0.44,0.298,0.768,16.6,7.5,1.2,2.3,2.2,0.031,-3.3,-1.1,1983,0.8414634146341463,3.5,0.03571428571428571,-0.11785714285714284,0.41600000000000004,0.4532791642484039,0.07486941381311665,0.13900174114915845,0.010628019323671498,0,0
29,CHI,Larry Micheaux,Houston,2,96,897,330,256,49,0.567,0.0,0.61,9.3,3.4,2.7,0.5,2.5,0.134,0.4,0.6,1983,0.5853658536585366,3.2,0.034482758620689655,0.013793103448275862,0.3445,0.36789297658862874,0.2853957636566332,0.054626532887402456,0.026041666666666668,0,0
30,DAL,Mark West,Old Dominion,17,1090,20213,6259,5347,428,0.58,0.0,0.568,18.5,5.7,4.9,0.4,41.9,0.1,-1.8,1.1,1983,0.7819225251076041,5.300000000000001,0.03333333333333333,-0.06,0.3468,0.30965220402711124,0.2645327264631673,0.021174491663780735,0.03844036697247706,0,1
1,HOU,Hakeem Olajuwon,Houston,18,1238,44222,26946,13748,3058,0.512,0.202,0.712,35.7,21.8,11.1,2.5,162.8,0.177,4.6,74.2,1984,0.8387533875338753,13.6,1.0,4.6,0.408,0.6093347202749763,0.31088598435168013,0.06915110126181538,0.13150242326332795,1,1
2,POR,Sam Bowie,Kentucky,10,511,14098,5564,3845,1075,0.452,0.302,0.748,27.6,10.9,7.5,2.1,26.9,0.091,-0.3,6.2,1984,0.6231707317073171,9.6,0.5,-0.15,0.4216,0.39466591005816426,0.2727337210951908,0.07625195063129522,0.05264187866927593,1,1
3,CHI,Michael Jordan,UNC,15,1072,41011,32292,6672,5633,0.497,0.327,0.835,38.3,30.1,6.2,5.3,214.0,0.25,9.2,116.1,1984,0.8715447154471545,11.5,0.3333333333333333,3.0666666666666664,0.4628,0.7873985028407012,0.1626880593011631,0.13735339299212407,0.19962686567164178,1,1
4,DAL,Sam Perkins,UNC,17,1286,36598,15324,7666,1975,0.459,0.362,0.811,28.5,11.9,6.0,1.5,105.4,0.138,1.2,29.1,1984,0.9225251076040172,7.5,0.25,0.3,0.4554,0.41871140499480847,0.2094649980873272,0.05396469752445489,0.08195956454121307,1,1
5,PHI,Charles Barkley,Auburn,16,1073,39330,23757,12546,4215,0.541,0.266,0.735,36.7,22.1,11.7,3.9,177.2,0.216,6.1,80.5,1984,0.8178353658536586,15.6,0.2,1.22,0.4504,0.6040427154843631,0.31899313501144166,0.10717009916094584,0.1651444547996272,1,1
6,WSB,Melvin Turpin,Kentucky,5,361,6871,3071,1655,183,0.516,0.111,0.777,19.0,8.5,4.6,0.5,13.7,0.096,-1.3,1.2,1984,0.8804878048780488,5.1,0.16666666666666666,-0.21666666666666667,0.3801,0.4469509532819095,0.2408674137680105,0.026633677776160675,0.03795013850415512,1,1
7,SAS,Alvin Robertson,Arkansas,10,779,24669,10882,4066,3929,0.477,0.295,0.743,31.7,14.0,5.2,5.0,52.1,0.101,2.6,28.3,1984,0.95,10.2,0.14285714285714285,0.37142857142857144,0.43079999999999996,0.4411204345534882,0.16482224654424582,0.15926871782398963,0.0668806161745828,1,1
8,LAC,Lancaster Gordon,Louisville,4,201,2581,1125,259,294,0.391,0.271,0.767,12.8,5.6,1.3,1.5,-2.7,-0.05,-5.4,-2.2,1984,0.6128048780487805,2.8,0.125,-0.675,0.3806,0.43587756683456025,0.10034870205346764,0.11390933746609841,-0.013432835820895524,1,0
9,KCK,Otis Thorpe,Providence,17,1257,39822,17600,10370,2730,0.546,0.047,0.687,31.7,14.0,8.2,2.2,106.4,0.128,-0.1,19.1,1984,0.9017216642754663,10.399999999999999,0.1111111111111111,-0.011111111111111112,0.36050000000000004,0.4419667520466074,0.26040881924564313,0.0685550700617749,0.08464598249801114,1,1
10,PHI,Leon Wood,Cal State Fullerton,6,274,4531,1742,316,867,0.392,0.326,0.792,16.5,6.4,1.2,3.2,6.7,0.071,-1.2,0.9,1984,0.556910569105691,4.4,0.1,-0.12,0.4056,0.38446259103950564,0.06974177885676451,0.191348488192452,0.024452554744525547,1,1
11,ATL,Kevin Willis,Michigan State,21,1424,38362,17253,11901,1328,0.487,0.211,0.713,26.9,12.1,8.4,0.9,81.8,0.102,-2.1,-1.0,1984,0.826945412311266,9.3,0.09090909090909091,-0.19090909090909092,0.3992,0.4497419321203274,0.3102288723215682,0.034617590323757885,0.0574438202247191,1,1
12,CLE,Tim McCormick,Michigan,8,483,10390,4030,2366,491,0.535,0.063,0.703,21.5,8.3,4.9,1.0,21.5,0.099,-2.0,0.0,1984,0.7362804878048781,5.9,0.08333333333333333,-0.16666666666666666,0.363,0.38787295476419636,0.22771896053897978,0.04725697786333013,0.044513457556935816,1,1
13,PHO,Jay Humphries,Colorado,11,788,23062,8772,2003,4339,0.476,0.297,0.782,29.3,11.1,2.5,5.5,45.0,0.094,-0.1,11.0,1984,0.8736141906873615,8.0,0.07692307692307693,-0.007692307692307693,0.435,0.3803659699939294,0.08685283149770184,0.18814500043361373,0.05710659898477157,1,1
14,LAC,Michael Cage,San Diego State,15,1140,29716,8278,8646,1057,0.515,0.0,0.664,26.1,7.3,7.6,0.9,74.4,0.12,-0.2,13.7,1984,0.926829268292683,8.5,0.07142857142857142,-0.014285714285714285,0.3239,0.2785704670884372,0.2909543680172298,0.035570063265580834,0.06526315789473684,1,1
15,DAL,Terence Stansbury,Temple,3,192,2984,1200,277,390,0.444,0.224,0.779,15.5,6.3,1.4,2.0,2.4,0.038,-3.5,-1.2,1984,0.7804878048780488,3.4,0.06666666666666667,-0.23333333333333334,0.3895,0.40214477211796246,0.09282841823056301,0.1306970509383378,0.012499999999999999,0,0
16,UTA,John Stockton,Gonzaga,19,1504,47764,19711,4051,15806,0.515,0.384,0.826,31.8,13.1,2.7,10.5,207.7,0.209,6.8,106.5,1984,0.9653401797175867,13.2,0.0625,0.425,0.4937,0.41267481785445104,0.08481282974625241,0.33091868352734277,0.13809840425531913,0,1
17,NJN,Jeff Turner,Vanderbilt,10,612,11244,3697,2036,635,0.467,0.344,0.769,18.4,6.0,3.3,1.0,8.9,0.038,-4.5,-7.2,1984,0.7463414634146341,4.3,0.058823529411764705,-0.2647058823529412,0.448,0.32879758093205264,0.18107435076485237,0.05647456421202419,0.01454248366013072,0,1
18,IND,Vern Fleming,Georgia,12,893,24721,10125,3012,4293,0.498,0.181,0.764,27.7,11.3,3.4,4.8,52.0,0.101,0.4,15.3,1984,0.907520325203252,8.2,0.05555555555555555,0.022222222222222223,0.39780000000000004,0.40957081024230413,0.12183973140245136,0.17365802354273693,0.05823068309070549,0,1
19,POR,Bernard Thompson,Fresno State,5,204,2935,1078,352,266,0.439,0.0,0.789,14.4,5.3,1.7,1.3,3.4,0.056,-2.9,-0.7,1984,0.4975609756097561,3.0,0.05263157894736842,-0.1526315789473684,0.2984,0.3672913117546848,0.11993185689948893,0.09063032367972743,0.016666666666666666,0,1
20,DET,Tony Campbell,Ohio State,11,690,15180,7994,2117,1019,0.456,0.254,0.79,22.0,11.6,3.1,1.5,20.7,0.065,-1.4,2.2,1984,0.7649667405764967,4.6,0.05,-0.06999999999999999,0.4086,0.5266139657444006,0.13945981554677206,0.0671277997364954,0.03,0,1
21,MIL,Kenny Fields,UCLA,4,184,2692,1140,464,188,0.474,0.188,0.733,14.6,6.2,2.5,1.0,4.2,0.074,-2.2,-0.1,1984,0.5609756097560976,3.5,0.047619047619047616,-0.10476190476190476,0.38549999999999995,0.4234769687964339,0.1723625557206538,0.06983655274888559,0.02282608695652174,0,0
22,PHI,Tom Sewell,Lamar,1,21,87,20,4,6,0.25,0.0,0.5,4.1,1.0,0.2,0.3,-0.4,-0.201,-12.7,-0.2,1984,0.25609756097560976,0.5,0.045454545454545456,-0.5772727272727273,0.175,0.22988505747126436,0.04597701149425287,0.06896551724137931,-0.01904761904761905,0,0
24,BOS,Michael Young,Houston,3,49,472,223,88,24,0.465,0.296,0.711,9.6,4.6,1.8,0.5,1.1,0.11,0.0,0.2,1984,0.1991869918699187,2.3,0.041666666666666664,0.0,0.422,0.4724576271186441,0.1864406779661017,0.05084745762711865,0.022448979591836737,0,0
25,IND,Devin Durrant,BYU,2,63,807,317,132,85,0.414,0.0,0.689,12.8,5.0,2.1,1.3,-0.2,-0.012,-4.5,-0.5,1984,0.38414634146341464,3.4000000000000004,0.04,-0.18,0.2759,0.39281288723667906,0.16356877323420074,0.10532837670384139,-0.0031746031746031746,0,0
27,CLE,Ron Anderson,Fresno State,10,664,15112,7056,2312,952,0.471,0.287,0.814,22.8,10.6,3.5,1.4,24.2,0.077,-1.3,2.6,1984,0.8097560975609757,4.9,0.037037037037037035,-0.04814814814814815,0.4317,0.4669137109581789,0.15299100052938064,0.06299629433562731,0.03644578313253012,0,1
28,SEA,Cory Blackwell,Wisconsin,1,60,551,202,96,26,0.367,0.0,0.509,9.2,3.4,1.6,0.4,-0.9,-0.081,-7.9,-0.8,1984,0.7317073170731707,2.0,0.03571428571428571,-0.28214285714285714,0.2344,0.3666061705989111,0.17422867513611615,0.047186932849364795,-0.015000000000000001,0,0
29,IND,Stuart Gray,UCLA,7,386,3457,906,1020,148,0.446,0.0,0.663,9.0,2.3,2.6,0.4,3.3,0.046,-4.2,-1.9,1984,0.6724738675958188,3.0,0.034482758620689655,-0.14482758620689656,0.2893,0.2620769453283194,0.29505351460804163,0.04281168643332369,0.00854922279792746,0,1
30,GSW,Steve Burtt,Iona College,4,101,1121,584,92,123,0.426,0.143,0.695,11.1,5.8,0.9,1.2,0.0,0.0,-5.1,-0.9,1984,0.3079268292682927,2.1,0.03333333333333333,-0.16999999999999998,0.3397,0.5209634255129348,0.08206958073148975,0.10972346119536129,0.0,0,0
1,NYK,Patrick Ewing,Georgetown,17,1183,40594,24815,11607,2215,0.504,0.152,0.74,34.3,21.0,9.8,1.9,126.4,0.15,2.9,50.1,1985,0.8486370157819225,11.700000000000001,1.0,2.9,0.38680000000000003,0.6112972360447356,0.28592895501798293,0.05456471399714243,0.10684699915469147,1,1
2,IND,Wayman Tisdale,Oklahoma,12,840,23868,12878,5117,1077,0.505,0.0,0.76,28.4,15.3,6.1,1.3,45.7,0.092,-1.6,2.3,1985,0.8536585365853658,7.3999999999999995,0.5,-0.8,0.3285,0.5395508630802749,0.2143874643874644,0.04512317747611865,0.05440476190476191,1,1
3,LAC,Benoit Benjamin,Creighton,15,807,21911,9223,6063,1070,0.497,0.048,0.721,27.2,11.4,7.5,1.3,32.7,0.072,-1.1,4.8,1985,0.6560975609756098,8.8,0.3333333333333333,-0.3666666666666667,0.3398,0.42093012642051936,0.27671032814568025,0.04883391903610059,0.040520446096654276,1,1
4,SEA,Xavier McDaniel,Wichita State,12,870,25201,13606,5313,1775,0.485,0.261,0.718,29.0,15.6,6.1,2.0,47.8,0.091,-0.5,9.6,1985,0.8841463414634146,8.1,0.25,-0.125,0.41869999999999996,0.5398992103487957,0.21082496726320385,0.0704337129478989,0.05494252873563218,1,1
5,ATL,Jon Koncak,SMU,11,784,16409,3520,3856,785,0.47,0.226,0.597,20.9,4.5,4.9,1.0,29.2,0.085,-1.2,3.3,1985,0.8691796008869179,5.9,0.2,-0.24,0.3851,0.2145164239137059,0.23499299165092327,0.0478396002193918,0.037244897959183676,1,1
6,SAC,Joe Kleine,Arkansas,15,965,14712,4666,3991,622,0.453,0.271,0.794,15.2,4.8,4.1,0.6,19.1,0.062,-3.9,-7.0,1985,0.7845528455284553,4.699999999999999,0.16666666666666666,-0.6499999999999999,0.41430000000000006,0.3171560630777597,0.2712751495377923,0.042278412180532896,0.019792746113989637,1,1
7,GSW,Chris Mullin,St. John's,16,986,32163,17911,4034,3450,0.509,0.384,0.865,32.6,18.2,4.1,3.5,93.1,0.139,3.1,41.6,1985,0.7515243902439024,7.6,0.14285714285714285,0.44285714285714284,0.49460000000000004,0.5568821316419488,0.12542362341821348,0.10726611323570562,0.09442190669371196,1,1
8,DAL,Detlef Schrempf,Washington,16,1136,33597,15761,7023,3833,0.491,0.384,0.803,29.6,13.9,6.2,3.4,109.5,0.156,1.8,32.4,1985,0.8658536585365854,9.6,0.125,0.225,0.47940000000000005,0.46911926660118464,0.20903652111795695,0.11408756734232223,0.09639084507042253,1,1
9,CLE,Charles Oakley,Virginia Union University,19,1282,40280,12417,12205,3217,0.471,0.253,0.761,31.4,9.7,9.5,2.5,89.7,0.107,-0.5,15.4,1985,0.8228498074454429,12.0,0.1111111111111111,-0.05555555555555555,0.4128,0.3082671300893744,0.30300397219463754,0.07986593843098312,0.06996879875195008,1,1
10,PHO,Ed Pinckney,Villanova,12,793,15698,5378,3952,727,0.535,0.0,0.765,19.8,6.8,5.0,0.9,42.7,0.13,0.3,9.2,1985,0.8058943089430894,5.9,0.1,0.03,0.34400000000000003,0.34259141291884315,0.2517518155179004,0.04631163205503886,0.05384615384615385,1,1
11,CHI,Keith Lee,Memphis,3,182,2907,1114,861,178,0.451,0.167,0.746,16.0,6.1,4.7,1.0,3.7,0.062,-3.0,-0.7,1985,0.7398373983739838,5.7,0.09090909090909091,-0.2727272727272727,0.3669,0.38321293429652564,0.2961816305469556,0.06123151014791882,0.02032967032967033,1,0
12,WSB,Kenny Green,Wake Forest,2,60,625,265,101,16,0.412,0.0,0.721,10.4,4.4,1.7,0.3,-0.3,-0.022,-7.3,-0.8,1985,0.36585365853658536,2.0,0.08333333333333333,-0.6083333333333333,0.2781,0.424,0.1616,0.0256,-0.005,1,0
13,UTA,Karl Malone,Louisiana Tech,19,1476,54852,36928,14968,5248,0.516,0.274,0.742,37.2,25.0,10.1,3.6,234.6,0.205,5.1,99.0,1985,0.9473684210526315,13.7,0.07692307692307693,0.3923076923076923,0.4418,0.6732297819587253,0.27287974914314883,0.09567563625756581,0.1589430894308943,1,1
14,SAS,Alfredrick Hughes,Loyola Chicago,1,68,866,356,113,61,0.409,0.176,0.583,12.7,5.2,1.7,0.9,-0.5,-0.029,-5.7,-0.8,1985,0.8292682926829268,2.6,0.07142857142857142,-0.40714285714285714,0.3332,0.4110854503464203,0.13048498845265588,0.07043879907621248,-0.007352941176470588,1,0
15,DEN,Blair Rasmussen,Oregon,8,532,11409,5119,3006,467,0.472,0.257,0.767,21.4,9.6,5.7,0.9,19.0,0.08,-3.2,-3.4,1985,0.8109756097560976,6.6000000000000005,0.06666666666666667,-0.21333333333333335,0.4155,0.4486808659829959,0.26347620299763347,0.040932597072486636,0.03571428571428571,0,1
16,DAL,Bill Wennington,St. John's,13,720,9740,3301,2148,440,0.459,0.139,0.787,13.5,4.6,3.0,0.6,17.7,0.087,-3.7,-4.2,1985,0.6754221388367729,3.6,0.0625,-0.23125,0.3638,0.338911704312115,0.22053388090349077,0.045174537987679675,0.024583333333333332,0,1
18,DET,Joe Dumars,McNeese State University,14,1018,35139,16401,2203,4612,0.46,0.382,0.843,34.5,16.1,2.2,4.5,86.2,0.118,0.8,25.3,1985,0.8867595818815331,6.7,0.05555555555555555,0.044444444444444446,0.4671,0.4667463502091693,0.0626938729047497,0.13125017786505022,0.08467583497053045,0,1
19,HOU,Steve Harris,Tulsa,5,207,2840,1440,365,238,0.434,0.05,0.842,13.7,7.0,1.8,1.1,3.1,0.053,-2.6,-0.4,1985,0.5048780487804878,2.9000000000000004,0.05263157894736842,-0.1368421052631579,0.3212,0.5070422535211268,0.12852112676056338,0.08380281690140845,0.01497584541062802,0,1
20,BOS,Sam Vincent,Michigan State,7,396,7527,3106,819,1543,0.449,0.182,0.863,19.0,7.8,2.1,3.9,10.9,0.069,-0.8,2.2,1985,0.6898954703832753,6.0,0.05,-0.04000000000000001,0.3836,0.41264780124883754,0.10880829015544041,0.2049953500730703,0.027525252525252526,0,1
21,PHI,Terry Catledge,University of South Alabama,8,515,13541,6520,3314,459,0.485,0.094,0.654,26.3,12.7,6.4,0.9,20.9,0.074,-2.6,-2.0,1985,0.7850609756097561,7.300000000000001,0.047619047619047616,-0.12380952380952381,0.34550000000000003,0.481500627723211,0.24473820249612288,0.03389705339339783,0.04058252427184466,0,1
22,MIL,Jerry Reynolds,LSU,8,443,8379,4036,1317,904,0.418,0.226,0.749,18.9,9.1,3.0,2.0,10.5,0.06,0.6,5.4,1985,0.6753048780487805,5.0,0.045454545454545456,0.02727272727272727,0.3743,0.48168039145482755,0.15717866093805943,0.10788876954290488,0.023702031602708805,0,1
23,LAL,A.C. Green,Oregon State,16,1278,36552,12331,9473,1400,0.494,0.254,0.734,28.6,9.6,7.4,1.1,99.5,0.131,-0.2,16.6,1985,0.9740853658536586,8.5,0.043478260869565216,-0.008695652173913044,0.42200000000000004,0.33735500109433136,0.25916502516962137,0.03830159772379076,0.07785602503912363,0,1
24,POR,Terry Porter,University of Wisconsin-Stevens Point,17,1274,35354,15586,3872,7160,0.463,0.386,0.836,27.8,12.2,3.0,5.6,110.4,0.15,2.9,43.3,1985,0.9139167862266858,8.6,0.041666666666666664,0.12083333333333332,0.46950000000000003,0.4408553487582735,0.10952084629744867,0.20252305255416644,0.08665620094191523,0,1
25,POR,Mike Smrek,Canisius,7,194,1890,554,422,49,0.431,0.0,0.617,9.7,2.9,2.2,0.3,0.7,0.018,-6.1,-1.9,1985,0.33797909407665505,2.5,0.04,-0.244,0.2772,0.2931216931216931,0.22328042328042327,0.025925925925925925,0.003608247422680412,0,1
26,IND,Bill Martin,Georgetown,3,84,860,397,136,58,0.449,0.0,0.813,10.2,4.7,1.6,0.7,0.3,0.016,-4.4,-0.5,1985,0.34146341463414637,2.3,0.038461538461538464,-0.16923076923076924,0.3058,0.46162790697674416,0.15813953488372093,0.06744186046511629,0.0035714285714285713,0,0
27,IND,Dwayne McClain,Villanova,1,45,461,157,30,67,0.383,0.111,0.514,10.2,3.5,0.7,1.5,-0.3,-0.026,-3.8,-0.2,1985,0.5487804878048781,2.2,0.037037037037037035,-0.14074074074074072,0.2873,0.3405639913232104,0.0650759219088937,0.14533622559652928,-0.006666666666666666,0,0
1,CLE,Brad Daugherty,UNC,8,548,20029,10389,5227,2028,0.532,0.143,0.747,36.5,19.0,9.5,3.7,65.2,0.156,2.2,21.3,1986,0.8353658536585366,13.2,1.0,2.2,0.39790000000000003,0.5186978880623097,0.26097159119277047,0.10125318288481701,0.11897810218978103,1,1
3,GSW,Chris Washburn,NC State,2,72,645,222,176,22,0.412,0.0,0.439,9.0,3.1,2.4,0.3,-0.6,-0.046,-7.4,-0.9,1986,0.43902439024390244,2.6999999999999997,0.3333333333333333,-2.466666666666667,0.24989999999999998,0.34418604651162793,0.27286821705426356,0.034108527131782945,-0.008333333333333333,1,0
4,IND,Chuck Person,Auburn,13,943,28941,13858,4763,2645,0.458,0.362,0.723,30.7,14.7,5.1,2.8,38.9,0.065,-0.7,9.2,1986,0.8846153846153846,7.8999999999999995,0.25,-0.175,0.44610000000000005,0.47883625306658373,0.1645762067654884,0.09139283369614043,0.041251325556733824,1,1
5,NYK,Kenny Walker,Kentucky,7,448,9050,3128,1793,299,0.485,0.206,0.749,20.2,7.0,4.0,0.7,17.9,0.095,-1.8,0.6,1986,0.7804878048780488,4.7,0.2,-0.36000000000000004,0.3998,0.3456353591160221,0.19812154696132597,0.03303867403314917,0.03995535714285714,1,1
